map,width,height,n_tiles,n_passable,heuristic,pairs_tested,tles,incorrect,mean_time_us,time_p0.05_us,time_p0.25_us,time_p0.50_us,time_p0.75_us,time_p0.95_us,time_p1.00_us,mean_expansions,exp_p0.05,exp_p0.25,exp_p0.50,exp_p0.75,exp_p0.95,exp_p1.00
arena,25,25,625,584,manhattan,200,0,28,44.2,14.18,24.45,38.73,53.06,88.51,292.47,14.7,4.0,8.0,13.0,17.0,32.0,113.0
arena,25,25,625,584,chebyshev,200,0,0,123.06,18.45,43.17,87.7,164.43,368.03,748.32,40.5,4.0,13.8,29.5,55.5,119.5,254.0
arena,25,25,625,584,landmark_k4,200,0,0,228.77,19.44,54.8,137.94,359.5,682.12,930.21,70.0,4.0,14.0,40.0,112.5,215.1,297.0
arena,25,25,625,584,landmark_k8,200,0,0,200.06,25.98,66.57,126.24,270.02,595.51,788.37,44.9,4.0,13.0,29.0,59.2,137.0,204.0
arena,25,25,625,584,landmark_k12,200,0,0,214.7,33.87,84.23,151.06,287.56,632.34,1031.17,38.4,4.0,13.0,28.0,53.2,115.1,157.0
arena,25,25,625,584,landmark_k16,200,0,0,248.36,38.98,92.02,184.18,342.74,677.92,977.53,37.8,4.0,13.0,28.0,53.2,112.1,149.0
arena,25,25,625,584,landmark_k24,200,0,0,313.18,49.92,126.41,233.4,426.02,810.51,1250.23,37.3,4.0,13.0,27.5,52.2,111.0,149.0
arena,25,25,625,584,landmark_k32,200,0,0,385.63,61.17,159.72,286.34,526.35,1064.04,1618.87,37.2,4.0,13.0,27.0,52.2,110.0,147.0
arena,25,25,625,584,landmark_k64,200,0,0,664.87,117.1,271.7,474.13,926.92,1702.71,2481.83,36.9,4.0,13.0,25.5,51.5,109.0,146.0
arena,25,25,625,584,apsp,200,0,0,90.48,12.41,36.17,64.21,125.09,247.3,356.69,36.5,4.0,13.0,25.0,51.5,106.1,141.0
battlebot,21,29,609,479,manhattan,200,0,46,133.66,12.49,29.8,50.84,99.85,715.65,1530.88,53.7,3.0,10.0,18.0,38.0,278.6,613.0
battlebot,21,29,609,479,chebyshev,200,0,0,205.64,14.4,43.43,105.29,241.41,856.62,1275.87,78.1,4.0,13.0,38.5,91.2,339.5,466.0
battlebot,21,29,609,479,landmark_k4,200,0,0,185.79,16.53,51.55,142.49,273.83,557.55,799.1,59.4,4.0,15.8,44.0,87.8,170.5,253.0
battlebot,21,29,609,479,landmark_k8,200,0,0,200.22,21.5,58.59,151.9,274.19,583.25,845.42,50.7,4.0,13.0,39.0,73.0,148.1,214.0
battlebot,21,29,609,479,landmark_k12,200,0,0,223.85,25.16,68.7,162.82,303.95,661.97,969.16,47.1,4.0,13.0,34.0,66.0,143.2,214.0
battlebot,21,29,609,479,landmark_k16,200,0,0,268.24,30.74,84.26,217.31,356.44,776.62,1226.51,45.4,4.0,13.0,32.0,61.0,130.6,214.0
battlebot,21,29,609,479,landmark_k24,200,0,0,347.67,43.41,113.5,261.88,451.9,959.83,1604.64,43.5,4.0,12.8,31.5,57.0,126.8,214.0
battlebot,21,29,609,479,landmark_k32,200,0,0,387.75,49.58,127.03,295.89,518.93,1083.1,1782.65,43.1,4.0,12.0,31.0,57.0,126.8,214.0
battlebot,21,29,609,479,landmark_k64,200,0,0,639.91,85.34,216.17,486.4,849.23,1872.79,3091.89,41.8,4.0,11.8,30.0,54.2,126.8,214.0
battlebot,21,29,609,479,apsp,200,0,0,95.67,11.1,30.73,67.0,127.33,310.19,480.55,41.2,4.0,11.0,29.5,54.2,126.8,214.0
chemistry_class,40,40,1600,1478,manhattan,200,0,27,115.53,13.98,43.33,71.5,109.29,323.06,1235.29,40.9,4.0,14.0,25.0,38.0,130.1,450.0
chemistry_class,40,40,1600,1478,chebyshev,200,0,0,356.9,20.74,100.17,248.99,551.78,887.58,2789.83,117.4,5.0,34.0,87.5,183.8,287.8,756.0
chemistry_class,40,40,1600,1478,landmark_k4,200,0,0,482.65,27.04,136.51,350.2,716.26,1449.2,2311.92,145.0,5.0,37.0,110.0,208.2,443.5,680.0
chemistry_class,40,40,1600,1478,landmark_k8,200,0,0,469.91,30.97,162.48,362.81,691.47,1208.59,2018.11,106.0,5.0,34.8,78.5,157.2,287.3,441.0
chemistry_class,40,40,1600,1478,landmark_k12,200,0,0,537.01,42.07,190.93,403.83,783.64,1406.77,2124.32,89.8,5.0,29.8,66.0,134.0,252.1,326.0
chemistry_class,40,40,1600,1478,landmark_k16,200,0,0,593.12,41.58,198.93,439.06,840.54,1756.7,2780.36,89.2,5.0,29.0,65.5,131.8,250.1,326.0
chemistry_class,40,40,1600,1478,landmark_k24,200,0,0,717.67,62.04,257.73,549.68,1006.6,1901.91,2655.61,86.6,5.0,29.0,64.5,127.2,241.4,326.0
chemistry_class,40,40,1600,1478,landmark_k32,200,0,0,872.94,66.49,296.83,663.11,1230.49,2347.07,3479.93,86.2,5.0,28.8,64.5,127.2,241.2,326.0
chemistry_class,40,40,1600,1478,landmark_k64,200,1,0,1516.25,128.68,536.78,1168.79,2109.04,3959.13,5612.7,85.2,5.0,28.8,64.5,126.2,225.5,320.0
chemistry_class,40,40,1600,1478,apsp,200,0,0,216.38,16.4,77.72,165.84,310.56,613.26,806.31,84.0,5.0,28.0,64.5,126.2,225.4,312.0
cinnamon_roll,30,30,900,730,manhattan,200,0,67,68.89,14.02,34.03,56.27,87.86,152.43,512.49,24.7,5.0,13.0,21.0,31.0,56.0,191.0
cinnamon_roll,30,30,900,730,chebyshev,200,0,0,199.89,17.43,67.94,155.11,291.24,535.84,753.44,72.4,5.0,24.0,57.5,109.2,185.4,290.0
cinnamon_roll,30,30,900,730,landmark_k4,200,0,0,211.8,22.62,73.66,152.99,300.55,606.69,837.75,66.1,5.0,21.8,46.5,97.2,188.0,265.0
cinnamon_roll,30,30,900,730,landmark_k8,200,0,0,234.16,26.14,85.58,180.74,343.02,582.42,809.53,59.0,5.0,19.0,43.5,88.2,158.0,219.0
cinnamon_roll,30,30,900,730,landmark_k12,200,0,0,269.07,31.7,99.97,205.83,397.17,684.76,929.82,55.4,5.0,17.8,43.0,84.8,149.1,213.0
cinnamon_roll,30,30,900,730,landmark_k16,200,0,0,299.97,36.55,114.5,231.81,466.51,731.93,1021.98,53.6,5.0,17.8,42.0,84.0,137.2,200.0
cinnamon_roll,30,30,900,730,landmark_k24,200,0,0,369.89,47.61,141.88,289.94,532.2,908.71,1238.37,51.1,5.0,17.8,41.0,79.2,130.0,166.0
cinnamon_roll,30,30,900,730,landmark_k32,200,0,0,435.18,62.28,175.07,356.05,636.0,1047.28,1416.62,49.3,5.0,17.8,39.5,74.2,127.0,158.0
cinnamon_roll,30,30,900,730,landmark_k64,200,0,0,729.29,106.97,303.57,573.92,1050.97,1762.31,2373.94,46.9,5.0,17.8,37.0,69.2,122.1,158.0
cinnamon_roll,30,30,900,730,apsp,200,0,0,108.05,13.74,41.82,81.94,156.55,270.93,376.99,45.3,5.0,17.0,36.0,67.0,115.0,158.0
corridors,31,31,961,786,manhattan,200,0,3,188.28,20.02,63.01,130.17,250.55,599.32,938.94,75.8,6.0,21.8,54.0,101.0,255.1,385.0
corridors,31,31,961,786,chebyshev,200,0,0,352.71,22.3,127.75,236.25,454.58,1106.98,1565.62,133.2,6.0,48.5,92.5,176.5,408.2,579.0
corridors,31,31,961,786,landmark_k4,200,0,0,370.02,36.27,98.28,269.94,532.81,957.3,1618.52,128.7,9.0,30.0,89.0,202.5,351.7,567.0
corridors,31,31,961,786,landmark_k8,200,0,0,416.36,40.4,117.92,297.93,654.55,1085.23,1801.38,116.8,7.0,29.0,76.5,186.8,329.3,539.0
corridors,31,31,961,786,landmark_k12,200,0,0,277.39,42.33,135.35,212.62,331.55,664.78,1727.65,57.6,7.0,27.0,45.0,72.0,140.0,373.0
corridors,31,31,961,786,landmark_k16,200,0,0,304.51,50.74,156.22,245.24,368.01,714.48,1947.06,54.8,7.0,26.0,43.5,71.0,136.1,370.0
corridors,31,31,961,786,landmark_k24,200,0,0,375.6,67.76,195.28,307.74,468.83,830.39,2443.35,52.2,7.0,26.0,41.5,70.0,117.0,370.0
corridors,31,31,961,786,landmark_k32,200,0,0,445.31,79.16,239.42,363.24,554.58,977.78,2909.71,51.4,7.0,26.0,41.0,68.0,115.1,370.0
corridors,31,31,961,786,landmark_k64,200,0,0,760.75,146.67,404.86,614.02,972.81,1698.83,4868.45,50.6,7.0,26.0,41.0,66.0,113.1,356.0
corridors,31,31,961,786,apsp,200,0,0,117.86,19.62,60.13,98.02,149.07,257.75,817.72,49.6,6.0,25.8,41.0,63.2,112.0,355.0
default_large1,40,40,1600,1474,manhattan,200,0,32,105.66,17.75,41.57,77.41,111.47,261.16,1329.74,35.7,5.0,14.0,26.0,37.0,89.0,435.0
default_large1,40,40,1600,1474,chebyshev,200,0,0,392.58,27.58,96.52,274.2,549.17,1138.4,2339.68,122.1,6.0,30.0,85.5,177.2,336.1,711.0
default_large1,40,40,1600,1474,landmark_k4,200,0,0,587.25,32.0,110.27,389.62,905.31,1721.12,2671.88,169.3,7.0,30.8,113.0,262.2,505.7,787.0
default_large1,40,40,1600,1474,landmark_k8,200,0,0,586.71,34.52,130.04,369.58,896.95,1706.22,2931.64,127.2,6.0,25.0,78.0,195.0,375.3,644.0
default_large1,40,40,1600,1474,landmark_k12,200,0,0,590.38,44.45,145.73,390.41,892.59,1541.92,2912.85,105.0,6.0,25.0,68.0,161.8,281.3,506.0
default_large1,40,40,1600,1474,landmark_k16,200,0,0,722.25,60.33,190.45,496.45,1117.97,1854.35,3246.44,102.4,6.0,25.0,67.5,157.0,276.1,470.0
default_large1,40,40,1600,1474,landmark_k24,200,0,0,871.83,71.65,222.9,584.65,1371.86,2353.34,3790.81,98.9,6.0,24.0,66.0,154.5,260.8,456.0
default_large1,40,40,1600,1474,landmark_k32,200,0,0,1050.09,92.94,276.79,708.33,1594.22,2769.47,4614.85,97.5,6.0,24.0,66.0,154.5,258.9,456.0
default_large1,40,40,1600,1474,landmark_k64,200,6,0,1772.72,152.43,500.1,1229.14,2793.91,4910.74,6007.3,94.5,6.0,24.0,66.0,148.0,256.6,320.0
default_large1,40,40,1600,1474,apsp,200,0,0,264.76,21.38,71.14,176.29,414.19,701.46,1228.61,94.1,6.0,24.0,63.5,147.0,257.0,433.0
default_large2,50,30,1500,1302,manhattan,200,0,19,207.2,19.01,46.63,107.61,278.59,714.94,1070.51,72.8,5.0,16.0,39.5,99.5,255.1,364.0
default_large2,50,30,1500,1302,chebyshev,200,0,0,467.47,28.97,109.38,279.9,761.56,1365.68,2616.17,150.0,7.9,36.0,96.5,235.2,429.1,738.0
default_large2,50,30,1500,1302,landmark_k4,200,0,0,507.4,35.04,152.71,361.84,761.8,1520.15,2801.23,142.7,8.9,42.0,101.0,213.8,385.8,766.0
default_large2,50,30,1500,1302,landmark_k8,200,0,0,441.98,42.78,141.52,282.82,601.29,1192.42,2825.61,102.2,7.9,31.0,64.0,146.0,285.1,615.0
default_large2,50,30,1500,1302,landmark_k12,200,0,0,498.53,53.58,153.03,328.19,710.01,1424.28,2286.42,94.8,7.9,27.8,62.0,135.5,262.6,441.0
default_large2,50,30,1500,1302,landmark_k16,200,0,0,557.59,62.05,200.34,374.77,694.07,1641.52,2563.08,89.3,7.9,26.8,60.0,111.2,252.3,414.0
default_large2,50,30,1500,1302,landmark_k24,200,0,0,696.19,81.46,231.74,475.5,915.07,2092.96,2902.91,85.0,7.9,25.8,59.0,105.5,250.0,355.0
default_large2,50,30,1500,1302,landmark_k32,200,0,0,839.77,98.25,285.54,579.83,1095.58,2465.44,3559.49,84.0,7.9,25.5,58.5,105.5,250.0,355.0
default_large2,50,30,1500,1302,landmark_k64,200,2,0,1517.05,196.92,486.5,1045.9,1917.81,4565.01,6220.61,81.9,7.9,24.8,57.5,104.2,245.0,320.0
default_large2,50,30,1500,1302,apsp,200,0,0,219.36,22.93,75.5,146.61,284.8,642.56,971.11,80.5,7.9,24.8,57.5,104.0,231.3,324.0
default_medium1,30,30,900,842,manhattan,200,0,46,63.22,12.66,32.41,52.81,79.56,142.17,260.87,21.3,4.0,10.0,18.0,27.0,53.0,96.0
default_medium1,30,30,900,842,chebyshev,200,0,0,183.69,15.05,59.67,134.63,286.43,539.46,837.46,60.5,4.0,17.0,43.5,96.0,180.0,269.0
default_medium1,30,30,900,842,landmark_k4,200,0,0,300.63,21.77,65.36,181.2,444.04,889.07,1186.28,85.0,4.0,16.0,47.5,122.0,271.0,360.0
default_medium1,30,30,900,842,landmark_k8,200,0,0,298.67,27.81,77.28,195.72,462.45,861.07,1191.1,66.2,4.0,15.0,39.5,99.8,198.1,294.0
default_medium1,30,30,900,842,landmark_k12,200,0,0,304.64,32.07,92.07,209.67,457.8,881.48,1278.44,55.0,4.0,15.0,38.0,83.2,153.0,247.0
default_medium1,30,30,900,842,landmark_k16,200,0,0,337.68,39.03,104.22,239.6,517.95,883.62,1442.89,53.2,4.0,15.0,37.0,82.2,140.1,236.0
default_medium1,30,30,900,842,landmark_k24,200,0,0,430.01,44.78,133.82,312.34,648.51,1146.04,1833.69,51.9,4.0,15.0,35.0,81.2,140.1,236.0
default_medium1,30,30,900,842,landmark_k32,200,0,0,555.35,63.72,169.2,420.27,854.17,1433.44,2438.09,51.3,4.0,15.0,35.0,81.2,140.1,219.0
default_medium1,30,30,900,842,landmark_k64,200,0,0,931.29,111.53,303.36,674.03,1436.93,2413.86,3785.12,50.5,4.0,14.8,35.0,79.5,138.1,217.0
default_medium1,30,30,900,842,apsp,200,0,0,130.87,12.09,42.75,91.39,195.26,344.32,528.35,49.8,4.0,14.0,35.0,78.2,138.0,209.0
default_medium2,30,30,900,842,manhattan,200,0,29,66.31,11.9,34.03,54.08,77.43,161.7,431.6,21.6,3.0,11.0,18.0,26.2,53.2,118.0
default_medium2,30,30,900,842,chebyshev,200,0,0,194.11,17.0,58.71,149.64,246.39,586.53,1049.64,61.5,4.0,18.0,49.0,82.0,199.1,267.0
default_medium2,30,30,900,842,landmark_k4,200,0,0,238.95,17.19,63.48,167.65,321.87,716.49,1280.34,69.4,4.0,17.5,49.0,97.0,207.2,333.0
default_medium2,30,30,900,842,landmark_k8,200,0,0,257.42,22.7,77.15,198.74,327.18,797.25,1263.01,57.7,4.0,15.0,43.5,73.5,185.2,299.0
default_medium2,30,30,900,842,landmark_k12,200,0,0,303.57,28.28,95.08,235.54,382.97,951.13,1281.13,55.1,4.0,15.0,42.5,71.5,172.6,240.0
default_medium2,30,30,900,842,landmark_k16,200,0,0,346.16,31.35,107.73,273.17,442.84,1112.75,1561.07,54.3,4.0,15.0,41.5,71.5,170.5,236.0
default_medium2,30,30,900,842,landmark_k24,200,0,0,438.06,47.04,149.9,351.65,582.52,1272.31,1950.54,51.7,4.0,15.0,40.0,69.2,156.6,223.0
default_medium2,30,30,900,842,landmark_k32,200,0,0,529.39,52.43,182.89,412.33,716.72,1547.92,2236.82,51.2,4.0,14.8,40.0,69.2,156.4,223.0
default_medium2,30,30,900,842,landmark_k64,200,0,0,898.72,94.83,319.08,718.9,1220.22,2684.29,3640.69,49.8,4.0,14.8,39.5,68.0,156.1,212.0
default_medium2,30,30,900,842,apsp,200,0,0,123.26,13.03,41.42,96.88,160.52,375.9,608.81,49.0,4.0,14.8,38.5,68.0,153.1,208.0
default_small1,20,20,400,374,manhattan,200,0,16,36.66,8.18,21.91,32.18,47.6,77.83,183.19,11.3,2.0,6.8,10.0,14.0,27.0,68.0
default_small1,20,20,400,374,chebyshev,200,0,0,84.33,9.31,33.12,60.69,114.2,218.69,471.49,26.2,2.0,10.0,18.0,37.0,70.0,138.0
default_small1,20,20,400,374,landmark_k4,200,0,0,113.63,12.22,43.68,77.53,163.53,308.37,444.48,31.3,2.0,10.0,21.0,48.0,94.2,119.0
default_small1,20,20,400,374,landmark_k8,200,0,0,116.39,15.19,49.62,88.69,167.41,298.34,503.08,25.1,2.0,9.0,18.0,37.2,68.0,117.0
default_small1,20,20,400,374,landmark_k12,200,0,0,135.03,19.16,58.01,98.42,204.63,329.94,553.36,23.9,2.0,9.0,17.0,36.0,65.0,100.0
default_small1,20,20,400,374,landmark_k16,200,0,0,162.08,21.55,66.54,121.88,242.28,415.71,569.8,23.5,2.0,8.8,17.0,36.0,65.0,100.0
default_small1,20,20,400,374,landmark_k24,200,0,0,212.54,29.17,95.16,165.9,303.91,529.13,767.57,23.0,2.0,8.8,16.5,35.2,61.1,98.0
default_small1,20,20,400,374,landmark_k32,200,0,0,273.92,38.73,119.98,208.35,407.04,686.6,1036.54,22.8,2.0,8.8,16.0,34.2,61.0,98.0
default_small1,20,20,400,374,landmark_k64,200,0,0,444.98,61.4,192.42,331.55,665.03,1146.64,1773.27,22.7,2.0,8.8,16.0,34.2,61.0,97.0
default_small1,20,20,400,374,apsp,200,0,0,83.83,9.58,35.02,62.96,122.65,203.18,341.3,22.5,2.0,8.8,16.0,31.5,59.1,95.0
default_small2,21,21,441,391,manhattan,200,0,20,83.46,9.74,28.48,53.29,103.77,262.26,731.44,26.9,3.0,9.0,16.0,32.2,89.2,221.0
default_small2,21,21,441,391,chebyshev,200,0,0,152.67,13.11,49.93,116.5,195.74,461.74,1050.65,45.6,3.0,13.0,32.5,60.2,138.0,281.0
default_small2,21,21,441,391,landmark_k4,200,0,0,201.63,14.34,58.46,156.04,292.82,550.87,929.32,55.0,3.0,14.8,41.0,78.8,151.2,252.0
default_small2,21,21,441,391,landmark_k8,200,0,0,174.7,20.06,67.41,142.02,245.81,437.77,803.62,33.7,3.0,11.8,27.0,48.0,91.0,186.0
default_small2,21,21,441,391,landmark_k12,200,0,0,194.52,23.24,72.54,163.02,268.41,475.89,901.59,31.8,3.0,11.0,26.0,45.2,76.5,177.0
default_small2,21,21,441,391,landmark_k16,200,0,0,226.07,29.65,94.13,188.52,327.5,537.86,955.31,30.5,3.0,11.0,25.0,44.0,73.1,152.0
default_small2,21,21,441,391,landmark_k24,200,0,0,258.67,33.64,112.82,220.68,364.42,613.95,1251.19,29.2,3.0,11.0,25.0,41.2,70.1,142.0
default_small2,21,21,441,391,landmark_k32,200,0,0,297.85,37.74,138.8,256.72,420.16,685.93,1213.42,28.3,3.0,11.0,25.0,40.2,69.0,131.0
default_small2,21,21,441,391,landmark_k64,200,0,0,495.53,73.14,222.04,447.52,694.56,1135.36,2105.56,28.0,3.0,11.0,25.0,40.0,69.0,131.0
default_small2,21,21,441,391,apsp,200,0,0,67.61,8.74,29.49,59.3,92.36,166.16,294.38,27.7,3.0,11.0,24.5,39.0,69.0,126.0
dna,21,50,1050,958,manhattan,200,0,38,150.0,16.87,43.22,77.89,150.87,577.86,1037.07,44.0,4.0,12.0,21.0,44.5,168.2,277.0
dna,21,50,1050,958,chebyshev,200,0,0,337.8,18.24,89.82,179.27,472.42,1068.89,2011.12,103.3,5.0,25.8,60.0,146.8,336.3,616.0
dna,21,50,1050,958,landmark_k4,200,0,0,489.3,30.21,168.3,374.61,676.93,1312.57,2262.84,135.9,6.9,40.0,117.5,201.2,331.0,602.0
dna,21,50,1050,958,landmark_k8,200,0,0,509.85,31.29,173.82,387.65,760.75,1306.15,2731.43,113.1,5.0,34.0,87.5,165.2,283.0,582.0
dna,21,50,1050,958,landmark_k12,200,0,0,473.53,32.99,149.52,330.89,661.42,1292.16,3761.61,87.7,5.0,28.8,58.0,121.0,239.2,581.0
dna,21,50,1050,958,landmark_k16,200,0,0,491.26,39.5,166.7,318.76,615.37,1539.28,3681.83,76.9,5.0,25.5,50.5,93.8,235.4,581.0
dna,21,50,1050,958,landmark_k24,200,0,0,620.68,63.32,185.02,416.78,815.53,1726.8,4810.34,72.1,5.0,21.0,47.0,92.2,220.2,577.0
dna,21,50,1050,958,landmark_k32,200,1,0,712.06,62.61,209.66,479.37,897.23,1982.39,5103.12,71.1,5.0,20.0,47.0,90.2,216.0,512.0
dna,21,50,1050,958,landmark_k64,200,3,0,1192.51,109.57,381.68,813.94,1523.93,3530.9,5751.92,68.5,5.0,20.0,45.5,90.0,216.0,320.0
dna,21,50,1050,958,apsp,200,0,0,179.95,14.53,54.32,116.24,215.85,552.37,1548.74,68.4,5.0,20.0,44.5,80.2,213.1,539.0
face,20,20,400,362,manhattan,200,0,21,35.37,8.48,20.11,31.46,47.05,66.06,233.32,12.1,2.0,7.0,11.0,16.0,24.0,84.0
face,20,20,400,362,chebyshev,200,0,0,88.21,10.79,29.29,65.34,134.14,223.99,360.04,29.8,2.0,9.8,20.5,46.5,75.1,132.0
face,20,20,400,362,landmark_k4,200,0,0,128.83,14.53,35.73,91.31,199.24,335.46,466.64,40.8,2.0,10.0,27.0,64.0,115.1,159.0
face,20,20,400,362,landmark_k8,200,0,0,133.5,15.71,43.04,94.73,204.7,365.84,479.05,31.0,2.0,9.0,20.0,46.2,92.1,124.0
face,20,20,400,362,landmark_k12,200,0,0,162.28,22.2,60.13,130.77,238.39,421.75,615.3,26.4,2.0,8.8,19.0,41.0,67.1,94.0
face,20,20,400,362,landmark_k16,200,0,0,217.86,28.86,74.71,147.22,352.84,554.57,779.25,26.1,2.0,8.8,19.0,40.0,65.1,94.0
face,20,20,400,362,landmark_k24,200,0,0,272.28,46.58,112.31,209.7,398.46,658.34,846.11,25.8,2.0,8.8,19.0,40.0,64.0,91.0
face,20,20,400,362,landmark_k32,200,0,0,330.82,45.1,120.34,237.4,491.54,797.01,1205.43,25.5,2.0,8.8,19.0,39.0,64.0,80.0
face,20,20,400,362,landmark_k64,200,0,0,570.7,91.78,217.44,404.78,926.33,1400.95,1835.32,25.2,2.0,8.8,18.5,39.0,64.0,80.0
face,20,20,400,362,apsp,200,0,0,73.35,9.32,28.2,53.79,109.48,192.49,272.5,24.9,2.0,8.8,18.0,38.2,63.0,80.0
galaxy,40,40,1600,1466,manhattan,200,0,55,97.7,17.38,46.31,74.17,114.63,300.88,763.0,33.6,5.0,15.0,25.0,39.0,97.7,288.0
galaxy,40,40,1600,1466,chebyshev,200,0,0,339.75,20.96,110.37,250.68,517.99,923.24,1276.89,111.1,6.0,38.0,82.5,168.2,299.1,412.0
galaxy,40,40,1600,1466,landmark_k4,200,0,0,422.57,23.93,127.46,308.33,615.74,1322.05,1826.59,124.4,6.0,38.0,90.0,183.2,379.5,544.0
galaxy,40,40,1600,1466,landmark_k8,200,0,0,461.83,32.15,152.11,334.04,692.04,1342.0,1879.86,106.3,6.0,33.0,74.0,161.0,308.8,436.0
galaxy,40,40,1600,1466,landmark_k12,200,0,0,525.95,36.72,183.72,376.32,800.38,1426.36,2090.28,100.5,6.0,32.8,72.0,152.2,278.4,419.0
galaxy,40,40,1600,1466,landmark_k16,200,0,0,622.51,47.12,217.0,458.01,909.3,1737.07,2487.19,99.3,6.0,31.8,70.0,149.0,278.0,415.0
galaxy,40,40,1600,1466,landmark_k24,200,0,0,756.81,60.19,244.62,571.02,1148.7,2004.72,3067.87,94.1,6.0,30.8,69.0,139.0,263.0,392.0
galaxy,40,40,1600,1466,landmark_k32,200,0,0,959.85,78.74,339.81,723.33,1379.72,2692.95,3897.35,92.3,6.0,29.8,68.0,136.0,249.7,392.0
galaxy,40,40,1600,1466,landmark_k64,200,1,0,1568.03,120.88,524.06,1206.33,2360.08,4211.52,5527.99,88.6,6.0,27.0,64.0,135.0,248.0,320.0
galaxy,40,40,1600,1466,apsp,200,0,0,240.13,17.65,76.08,176.22,368.29,676.49,951.83,87.3,6.0,27.0,64.0,132.0,246.1,362.0
hooks,31,31,961,839,manhattan,200,0,41,104.32,15.22,38.11,87.13,149.55,268.61,481.74,37.2,4.0,11.8,30.0,51.0,92.0,181.0
hooks,31,31,961,839,chebyshev,200,0,0,242.39,16.64,62.89,193.99,332.56,705.2,1344.73,81.3,4.0,21.0,66.5,110.5,224.3,431.0
hooks,31,31,961,839,landmark_k4,200,0,0,278.95,22.34,75.93,193.25,392.26,825.36,1607.81,84.0,5.0,21.0,58.0,119.0,240.5,442.0
hooks,31,31,961,839,landmark_k8,200,0,0,288.65,27.73,93.73,206.64,405.54,825.63,1587.45,68.4,5.0,19.8,46.0,97.5,192.8,379.0
hooks,31,31,961,839,landmark_k12,200,0,0,346.13,34.88,118.3,248.11,465.97,988.41,2401.04,62.7,5.0,19.8,42.0,86.2,177.7,373.0
hooks,31,31,961,839,landmark_k16,200,0,0,342.37,35.77,126.0,260.79,482.6,875.5,1572.61,56.5,4.0,18.0,39.5,82.0,153.2,277.0
hooks,31,31,961,839,landmark_k24,200,0,0,407.46,52.71,162.85,336.06,553.12,1011.3,1957.0,51.2,4.0,17.8,38.0,70.0,135.3,262.0
hooks,31,31,961,839,landmark_k32,200,0,0,492.13,66.58,190.72,391.13,697.68,1204.27,2240.57,49.6,4.0,17.8,38.0,70.0,131.1,253.0
hooks,31,31,961,839,landmark_k64,200,0,0,805.93,102.81,331.25,694.37,1082.07,1911.01,3397.35,46.6,4.0,16.8,37.5,63.0,117.7,218.0
hooks,31,31,961,839,apsp,200,0,0,116.42,14.05,47.55,95.59,156.88,292.3,505.72,44.6,4.0,16.0,37.0,62.2,113.1,186.0
hourglass,27,45,1215,1057,manhattan,104,0,4,93.43,12.1,24.75,47.15,103.37,362.59,498.51,30.7,3.2,7.0,12.5,35.5,126.5,171.0
hourglass,27,45,1215,1057,chebyshev,104,0,0,215.5,13.94,35.42,104.4,288.17,793.18,999.18,68.0,3.2,10.0,33.5,98.5,239.8,304.0
hourglass,27,45,1215,1057,landmark_k4,104,0,0,338.8,24.24,95.37,215.72,458.3,1075.47,1409.51,98.0,5.2,24.5,72.0,135.8,290.0,375.0
hourglass,27,45,1215,1057,landmark_k8,104,0,0,334.76,22.65,67.98,197.34,453.52,1137.33,1357.18,79.2,3.2,13.8,57.0,123.2,244.2,304.0
hourglass,27,45,1215,1057,landmark_k12,104,0,0,396.58,25.77,78.66,231.24,516.89,1327.58,1813.68,77.6,3.2,12.8,54.0,120.8,244.2,304.0
hourglass,27,45,1215,1057,landmark_k16,104,0,0,492.98,33.89,105.95,276.54,668.76,1691.14,2048.24,77.3,3.2,12.8,51.0,120.8,244.2,304.0
hourglass,27,45,1215,1057,landmark_k24,104,0,0,592.74,41.04,123.95,348.08,886.96,1984.95,2467.62,76.9,3.2,12.8,51.0,118.5,239.8,304.0
hourglass,27,45,1215,1057,landmark_k32,104,0,0,717.99,48.72,153.94,389.85,958.33,2450.62,3070.24,76.7,3.2,12.8,50.5,118.5,239.8,304.0
hourglass,27,45,1215,1057,landmark_k64,104,0,0,1198.64,88.96,255.29,623.3,1647.85,4133.78,5034.83,76.5,3.2,12.8,50.0,118.5,239.8,304.0
hourglass,27,45,1215,1057,apsp,104,0,0,176.94,13.27,32.6,86.96,252.21,668.54,814.92,67.6,3.2,10.0,31.0,98.5,239.8,304.0
landscape,30,30,900,840,manhattan,200,0,32,65.6,14.92,28.68,47.15,73.95,177.22,410.22,22.0,4.0,10.0,16.0,24.2,65.0,132.0
landscape,30,30,900,840,chebyshev,200,0,0,180.22,18.35,48.64,111.98,264.72,480.62,785.58,60.1,5.0,15.0,36.5,90.2,166.1,251.0
landscape,30,30,900,840,landmark_k4,200,0,0,236.04,21.14,69.38,161.62,365.63,670.54,1175.92,68.4,5.0,18.0,43.5,106.2,197.6,355.0
landscape,30,30,900,840,landmark_k8,200,0,0,245.25,27.77,73.29,161.22,361.23,627.91,1002.6,54.6,5.0,15.0,34.0,81.2,151.0,225.0
landscape,30,30,900,840,landmark_k12,200,0,0,283.57,34.04,92.31,185.86,410.41,757.51,1119.19,51.9,5.0,15.0,33.0,77.2,145.1,214.0
landscape,30,30,900,840,landmark_k16,200,0,0,328.13,37.29,109.15,220.03,474.39,890.78,1344.65,51.0,5.0,15.0,33.0,76.5,140.3,214.0
