map,width,height,n,passable,scenario,n_roads,technique,weight,t_p50,t_p95,t_max,t_mean,exp_mean,o_mean,o_p95,o_max,nopath
pixel_forest,45,25,1125,874,no_roads,0,astar_w5,5,82.2,517.2,780.7,131.5,112,1.0,1.0,1.0,0
pixel_forest,45,25,1125,874,no_roads,0,astar_w_avg,5,84.7,489.2,695.2,127.3,112,1.0,1.0,1.0,0
pixel_forest,45,25,1125,874,no_roads,0,astar_w_min,5,79.9,501.5,704.2,127.7,112,1.0,1.0,1.0,0
pixel_forest,45,25,1125,874,no_roads,0,greedy,0,30.9,101.9,171.8,37.6,39,1.114,1.3927,1.5515,0
pixel_forest,45,25,1125,874,with_roads,33,dial_exact,0,279.5,498.3,569.1,267.2,392,1.0,1.0,1.0,0
pixel_forest,45,25,1125,874,with_roads,33,astar_w1,1,259.8,705.1,984.1,285.9,302,1.0,1.0,1.0,0
pixel_forest,45,25,1125,874,with_roads,33,astar_w3,3,139.8,461.0,1031.9,165.1,160,1.0041,1.0139,1.2333,0
pixel_forest,45,25,1125,874,with_roads,33,astar_w5,5,68.4,208.8,485.0,79.3,67,1.0344,1.2,1.3458,0
pixel_forest,45,25,1125,874,with_roads,33,astar_w_avg,4,93.5,339.2,699.0,120.7,102,1.0114,1.0766,1.3458,0
pixel_forest,45,25,1125,874,with_roads,33,astar_w_min,1,260.3,683.1,757.4,277.1,302,1.0,1.0,1.0,0
pixel_forest,45,25,1125,874,with_roads,33,greedy,0,31.0,93.2,161.8,36.5,39,1.3859,2.2014,4.0588,0
settlement,50,38,1900,1614,no_roads,0,dial_exact,0,596.8,1161.4,1311.5,598.0,772,1.0,1.0,1.0,0
settlement,50,38,1900,1614,no_roads,0,astar_w1,1,587.1,1516.5,2624.2,684.9,640,1.0,1.0,1.0,0
settlement,50,38,1900,1614,no_roads,0,astar_w3,3,329.5,1276.1,1553.9,438.0,386,1.0,1.0,1.0,0
settlement,50,38,1900,1614,no_roads,0,astar_w5,5,116.2,543.8,956.0,173.0,136,1.0,1.0,1.0,0
settlement,50,38,1900,1614,no_roads,0,astar_w_avg,5,116.3,549.8,927.9,174.1,136,1.0,1.0,1.0,0
settlement,50,38,1900,1614,no_roads,0,astar_w_min,5,115.7,559.6,938.4,173.0,136,1.0,1.0,1.0,0
settlement,50,38,1900,1614,no_roads,0,greedy,0,31.2,72.0,106.7,34.0,25,1.0883,1.2926,1.4524,0
settlement,50,38,1900,1614,with_roads,131,dial_exact,0,592.7,1147.8,1411.3,609.8,778,1.0,1.0,1.0,0
settlement,50,38,1900,1614,with_roads,131,astar_w1,1,455.4,1511.0,1835.9,569.8,551,1.0,1.0,1.0,0
settlement,50,38,1900,1614,with_roads,131,astar_w3,3,157.2,1020.5,2038.6,286.4,249,1.0206,1.1481,1.4688,0
settlement,50,38,1900,1614,with_roads,131,astar_w5,5,68.6,337.3,1200.7,110.4,83,1.1473,1.5693,2.0469,0
settlement,50,38,1900,1614,with_roads,131,astar_w_avg,4,115.3,747.2,1654.8,200.4,162,1.0587,1.2876,1.84,0
settlement,50,38,1900,1614,with_roads,131,astar_w_min,1,458.4,1545.2,1808.7,564.4,551,1.0,1.0,1.0,0
settlement,50,38,1900,1614,with_roads,131,greedy,0,32.9,68.4,103.2,34.8,25,1.4758,2.5152,3.2812,0
sierpinski_evil,31,31,961,659,no_roads,0,dial_exact,0,229.1,401.7,477.6,216.7,326,1.0,1.0,1.0,0
sierpinski_evil,31,31,961,659,no_roads,0,astar_w1,1,231.4,510.1,585.3,246.2,277,1.0,1.0,1.0,0
sierpinski_evil,31,31,961,659,no_roads,0,astar_w3,3,139.6,414.5,622.2,169.4,178,1.0,1.0,1.0,0
sierpinski_evil,31,31,961,659,no_roads,0,astar_w5,5,63.8,234.9,353.2,86.5,78,1.0,1.0,1.0,0
sierpinski_evil,31,31,961,659,no_roads,0,astar_w_avg,5,65.9,217.5,337.6,85.1,78,1.0,1.0,1.0,0
sierpinski_evil,31,31,961,659,no_roads,0,astar_w_min,5,66.3,202.5,335.6,84.9,78,1.0,1.0,1.0,0
sierpinski_evil,31,31,961,659,no_roads,0,greedy,0,22.6,46.8,69.2,23.6,22,1.1188,1.3962,2.7168,0
sierpinski_evil,31,31,961,659,with_roads,48,dial_exact,0,220.3,381.8,573.2,214.7,324,1.0,1.0,1.0,0
sierpinski_evil,31,31,961,659,with_roads,48,astar_w1,1,207.3,507.8,594.1,226.7,250,1.0,1.0,1.0,0
sierpinski_evil,31,31,961,659,with_roads,48,astar_w3,3,96.8,326.2,424.2,124.9,129,1.0037,1.0,1.2897,0
sierpinski_evil,31,31,961,659,with_roads,48,astar_w5,5,48.5,165.0,291.2,62.6,57,1.0476,1.2663,1.9012,0
sierpinski_evil,31,31,961,659,with_roads,48,astar_w_avg,4,79.9,207.2,469.9,90.6,91,1.0142,1.0838,1.3851,0
sierpinski_evil,31,31,961,659,with_roads,48,astar_w_min,1,217.3,500.7,727.3,234.4,250,1.0,1.0,1.0,0
sierpinski_evil,31,31,961,659,with_roads,48,greedy,0,23.0,55.1,79.9,25.0,22,1.377,2.3636,7.8485,0
socket,50,20,1000,632,no_roads,0,dial_exact,0,240.6,425.8,466.9,238.7,338,1.0,1.0,1.0,0
socket,50,20,1000,632,no_roads,0,astar_w1,1,268.2,500.8,667.8,267.1,311,1.0,1.0,1.0,0
socket,50,20,1000,632,no_roads,0,astar_w3,3,219.6,437.6,509.5,224.2,245,1.0,1.0,1.0,0
socket,50,20,1000,632,no_roads,0,astar_w5,5,155.3,474.1,612.7,184.5,173,1.0,1.0,1.0,0
socket,50,20,1000,632,no_roads,0,astar_w_avg,5,156.3,500.4,714.8,190.0,173,1.0,1.0,1.0,0
socket,50,20,1000,632,no_roads,0,astar_w_min,5,163.3,484.2,576.5,187.4,173,1.0,1.0,1.0,0
socket,50,20,1000,632,no_roads,0,greedy,0,47.3,183.6,268.9,67.2,85,1.1018,1.3028,1.5972,0
socket,50,20,1000,632,with_roads,125,dial_exact,0,232.5,390.3,561.7,222.2,335,1.0,1.0,1.0,0
socket,50,20,1000,632,with_roads,125,astar_w1,1,178.8,477.3,541.6,202.8,225,1.0,1.0,1.0,0
socket,50,20,1000,632,with_roads,125,astar_w3,3,85.8,270.8,489.9,109.0,107,1.0036,1.0449,1.087,0
socket,50,20,1000,632,with_roads,125,astar_w5,5,71.7,300.1,457.4,106.4,98,1.08,1.4386,2.1284,0
socket,50,20,1000,632,with_roads,125,astar_w_avg,4,77.8,258.2,323.4,104.1,100,1.0237,1.2246,1.52,0
socket,50,20,1000,632,with_roads,125,astar_w_min,1,175.7,474.3,558.8,202.6,225,1.0,1.0,1.0,0
socket,50,20,1000,632,with_roads,125,greedy,0,47.7,181.9,224.7,66.8,85,2.1274,3.3945,3.875,0
starry_night,50,41,2050,1730,no_roads,0,dial_exact,0,623.4,1327.3,1432.1,670.0,786,1.0,1.0,1.0,0
starry_night,50,41,2050,1730,no_roads,0,astar_w1,1,621.1,1667.8,2235.8,732.6,638,1.0,1.0,1.0,0
starry_night,50,41,2050,1730,no_roads,0,astar_w3,3,361.4,1209.8,1801.3,456.0,375,1.0,1.0,1.0,0
starry_night,50,41,2050,1730,no_roads,0,astar_w5,5,139.6,447.4,1052.9,176.3,135,1.0,1.0,1.0,0
starry_night,50,41,2050,1730,no_roads,0,astar_w_avg,5,133.3,469.7,1206.4,178.9,135,1.0,1.0,1.0,0
starry_night,50,41,2050,1730,no_roads,0,astar_w_min,5,134.0,417.3,1004.3,172.4,135,1.0,1.0,1.0,0
starry_night,50,41,2050,1730,no_roads,0,greedy,0,33.2,68.8,100.4,35.0,27,1.1159,1.36,1.5543,0
starry_night,50,41,2050,1730,with_roads,60,dial_exact,0,572.5,1191.5,1309.2,608.8,781,1.0,1.0,1.0,0
starry_night,50,41,2050,1730,with_roads,60,astar_w1,1,512.9,1505.5,1736.6,632.6,601,1.0,1.0,1.0,0
starry_night,50,41,2050,1730,with_roads,60,astar_w3,3,215.3,1086.7,1699.6,368.2,313,1.0123,1.0704,1.7778,0
starry_night,50,41,2050,1730,with_roads,60,astar_w5,5,91.7,425.9,2129.6,144.4,109,1.0871,1.4177,2.2432,0
starry_night,50,41,2050,1730,with_roads,60,astar_w_avg,4,165.8,766.9,1772.2,250.0,216,1.0302,1.2074,1.7778,0
starry_night,50,41,2050,1730,with_roads,60,astar_w_min,1,513.4,1489.2,1743.8,631.1,601,1.0,1.0,1.0,0
starry_night,50,41,2050,1730,with_roads,60,greedy,0,33.0,68.5,93.5,35.1,27,1.3107,2.0208,3.5128,0
tiles,40,30,1200,808,no_roads,0,dial_exact,0,205.0,424.0,716.3,216.1,318,1.0,1.0,1.0,0
tiles,40,30,1200,808,no_roads,0,astar_w1,1,219.3,563.0,643.9,232.3,270,1.0,1.0,1.0,0
tiles,40,30,1200,808,no_roads,0,astar_w3,3,134.2,509.0,661.0,169.8,184,1.0,1.0,1.0,0
tiles,40,30,1200,808,no_roads,0,astar_w5,5,77.6,367.8,559.4,106.6,105,1.0,1.0,1.0,0
tiles,40,30,1200,808,no_roads,0,astar_w_avg,5,79.0,371.9,504.2,105.3,105,1.0,1.0,1.0,0
tiles,40,30,1200,808,no_roads,0,astar_w_min,5,76.1,348.2,517.0,104.8,105,1.0,1.0,1.0,0
tiles,40,30,1200,808,no_roads,0,greedy,0,29.7,74.7,105.3,34.7,38,1.1787,1.5918,2.4492,0
tiles,40,30,1200,808,with_roads,56,dial_exact,0,207.0,405.1,468.1,208.2,317,1.0,1.0,1.0,0
tiles,40,30,1200,808,with_roads,56,astar_w1,1,177.1,518.8,614.5,212.4,242,1.0,1.0,1.0,0
tiles,40,30,1200,808,with_roads,56,astar_w3,3,85.2,339.7,664.4,120.3,130,1.002,1.0,1.1535,0
tiles,40,30,1200,808,with_roads,56,astar_w5,5,57.7,200.6,601.3,77.3,74,1.0408,1.1806,1.6667,0
tiles,40,30,1200,808,with_roads,56,astar_w_avg,4,72.9,250.1,650.4,95.0,97,1.0063,1.0,1.3125,0
tiles,40,30,1200,808,with_roads,56,astar_w_min,1,182.2,484.7,592.9,206.4,242,1.0,1.0,1.0,0
tiles,40,30,1200,808,with_roads,56,greedy,0,30.4,80.2,119.5,36.6,38,1.6354,3.4312,7.5849,0
wasteland_oasis,40,40,1600,960,no_roads,0,dial_exact,0,398.2,641.9,723.7,378.2,528,1.0,1.0,1.0,0
wasteland_oasis,40,40,1600,960,no_roads,0,astar_w1,1,401.5,770.6,1099.0,403.8,438,1.0,1.0,1.0,0
wasteland_oasis,40,40,1600,960,no_roads,0,astar_w3,3,239.5,570.8,889.5,256.5,265,1.0,1.0,1.0,0
wasteland_oasis,40,40,1600,960,no_roads,0,astar_w5,5,98.4,285.7,384.1,114.0,107,1.0,1.0,1.0,0
wasteland_oasis,40,40,1600,960,no_roads,0,astar_w_avg,5,100.0,282.3,389.9,116.0,107,1.0,1.0,1.0,0
wasteland_oasis,40,40,1600,960,no_roads,0,astar_w_min,5,99.6,272.2,367.2,115.4,107,1.0,1.0,1.0,0
wasteland_oasis,40,40,1600,960,no_roads,0,greedy,0,31.4,58.7,81.7,31.7,29,1.1265,1.4076,1.6132,0
wasteland_oasis,40,40,1600,960,with_roads,88,dial_exact,0,377.3,633.5,719.9,367.7,524,1.0,1.0,1.0,0
wasteland_oasis,40,40,1600,960,with_roads,88,astar_w1,1,329.0,755.8,853.7,342.9,378,1.0,1.0,1.0,0
wasteland_oasis,40,40,1600,960,with_roads,88,astar_w3,3,137.8,502.7,698.3,179.3,181,1.0218,1.1192,1.3864,0
wasteland_oasis,40,40,1600,960,with_roads,88,astar_w5,5,72.5,235.2,349.5,88.3,77,1.1585,1.5642,1.9011,0
wasteland_oasis,40,40,1600,960,with_roads,88,astar_w_avg,4,98.7,329.4,467.2,122.7,121,1.077,1.3768,1.5144,0
wasteland_oasis,40,40,1600,960,with_roads,88,astar_w_min,1,322.9,750.0,851.2,343.0,378,1.0,1.0,1.0,0
wasteland_oasis,40,40,1600,960,with_roads,88,greedy,0,29.5,57.3,75.8,29.7,29,1.5898,2.6838,4.2708,0
