algo,scenario,map,si,gi,time_us,reachable,reached_goal,opt_ratio,first_move_correct
astar bucket cheb w=3,with_roads,default_large2,961,125,326.9,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,397,910,1101.5,1,1,1.517241,0
astar bucket cheb w=3,with_roads,default_large2,4,939,740.9,1,1,3.000000,0
astar bucket cheb w=3,with_roads,default_large2,636,1089,94.3,1,1,1.800000,0
astar bucket cheb w=3,with_roads,default_large2,682,1010,823.4,1,1,2.489362,0
astar bucket cheb w=3,with_roads,default_large2,1340,1163,356.8,1,1,1.359375,0
astar bucket cheb w=3,with_roads,default_large2,353,462,217.7,1,1,1.681818,1
astar bucket cheb w=3,with_roads,default_large2,707,527,2723.8,1,0,,1
astar bucket cheb w=3,with_roads,default_large2,124,1404,395.4,1,1,1.081395,1
astar bucket cheb w=3,with_roads,default_large2,1300,129,622.7,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,748,122,820.5,1,1,1.125000,1
astar bucket cheb w=3,with_roads,default_large2,106,1422,936.3,1,1,1.352941,0
astar bucket cheb w=3,with_roads,default_large2,1142,1207,767.4,1,1,1.640000,0
astar bucket cheb w=3,with_roads,default_large2,1274,358,601.6,1,1,1.347826,1
astar bucket cheb w=3,with_roads,default_large2,121,1218,291.7,1,1,1.107692,1
astar bucket cheb w=3,with_roads,default_large2,170,452,174.7,1,1,1.384615,0
astar bucket cheb w=3,with_roads,default_large2,146,1452,1145.4,1,1,1.327869,1
astar bucket cheb w=3,with_roads,default_large2,145,567,856.5,1,1,1.651515,1
astar bucket cheb w=3,with_roads,default_large2,966,257,301.9,1,1,1.365854,1
astar bucket cheb w=3,with_roads,default_large2,1376,592,737.8,1,1,1.162500,1
astar bucket cheb w=3,with_roads,default_large2,1403,1451,22.0,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,85,173,126.7,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,1002,1420,347.5,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,1359,1254,47.9,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,753,626,2797.5,1,0,,1
astar bucket cheb w=3,with_roads,default_large2,498,749,51.3,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,574,636,433.0,1,1,3.833333,0
astar bucket cheb w=3,with_roads,default_large2,950,283,1011.7,1,1,1.195652,1
astar bucket cheb w=3,with_roads,default_large2,717,1094,607.2,1,1,2.142857,1
astar bucket cheb w=3,with_roads,default_large2,753,154,183.9,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,19,1096,356.9,1,1,1.391304,0
astar bucket cheb w=3,with_roads,default_large2,1355,212,452.9,1,1,1.210526,1
astar bucket cheb w=3,with_roads,default_large2,156,1291,1061.1,1,1,2.640000,1
astar bucket cheb w=3,with_roads,default_large2,518,1214,240.4,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,636,286,68.7,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,837,146,246.7,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,586,888,57.0,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,681,362,2724.1,1,0,,0
astar bucket cheb w=3,with_roads,default_large2,1047,1302,821.2,1,1,1.437500,1
astar bucket cheb w=3,with_roads,default_large2,722,1486,162.4,1,1,1.096154,0
astar bucket cheb w=3,with_roads,default_large2,1267,16,2639.8,1,0,,1
astar bucket cheb w=3,with_roads,default_large2,1337,716,720.7,1,1,2.106383,0
astar bucket cheb w=3,with_roads,default_large2,221,293,286.2,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,634,248,256.2,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,228,1335,231.9,1,1,1.229508,1
astar bucket cheb w=3,with_roads,default_large2,354,653,73.4,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,675,1472,162.6,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,513,823,109.6,1,1,1.240000,0
astar bucket cheb w=3,with_roads,default_large2,496,633,224.5,1,1,1.043478,0
astar bucket cheb w=3,with_roads,default_large2,1213,1167,43.1,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,602,108,2742.9,1,0,,1
astar bucket cheb w=3,with_roads,default_large2,195,1011,1052.3,1,1,1.466667,1
astar bucket cheb w=3,with_roads,default_large2,664,94,619.2,1,1,1.485294,1
astar bucket cheb w=3,with_roads,default_large2,7,799,867.7,1,1,2.059701,0
astar bucket cheb w=3,with_roads,default_large2,282,628,208.6,1,1,1.333333,1
astar bucket cheb w=3,with_roads,default_large2,387,1054,798.6,1,1,1.581081,0
astar bucket cheb w=3,with_roads,default_large2,1325,1020,310.9,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,1350,19,2688.9,1,0,,1
astar bucket cheb w=3,with_roads,default_large2,239,160,361.9,1,1,1.611111,0
astar bucket cheb w=3,with_roads,default_large2,341,1307,756.3,1,1,1.274510,1
astar bucket cheb w=3,with_roads,default_large2,75,888,224.8,1,1,1.017857,1
astar bucket cheb w=3,with_roads,default_large2,1417,1328,123.6,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,337,1029,190.0,1,1,1.411765,1
astar bucket cheb w=3,with_roads,default_large2,276,89,146.3,1,1,1.000000,1
astar bucket cheb w=3,with_roads,default_large2,734,876,403.2,1,1,2.555556,0
astar bucket cheb w=3,with_roads,default_large2,85,860,344.5,1,1,1.256757,0
astar bucket cheb w=3,with_roads,default_large2,512,599,583.1,1,1,1.932203,0
astar bucket cheb w=3,with_roads,default_large2,219,850,359.0,1,1,1.015385,1
astar bucket cheb w=3,with_roads,default_large2,1348,974,488.3,1,1,1.375000,1
astar bucket cheb w=3,with_roads,default_large2,352,570,494.5,1,1,1.777778,1
astar bucket cheb w=3,with_roads,default_large2,392,428,303.2,1,1,1.075472,1
dijkstra bucket,with_roads,default_large2,238,51,665.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,659,587,570.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,541,303,841.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,218,1306,844.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,184,1443,738.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1008,65,597.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,61,197,846.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,529,562,186.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1212,1466,172.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,54,1351,809.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,483,1306,810.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1003,533,452.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1073,1440,450.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,667,13,209.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,365,1009,375.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,815,667,41.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,354,522,197.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,805,218,362.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,195,912,639.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,204,863,306.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,825,1470,432.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,634,92,330.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1098,1288,142.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,270,909,310.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,167,1327,807.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,700,868,354.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1400,469,234.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,148,97,14.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,550,692,658.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,169,562,103.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,215,912,299.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,667,1085,277.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,879,393,712.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,892,853,768.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,509,641,819.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,152,1481,773.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,413,1283,417.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,587,394,363.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1104,911,103.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,648,1342,289.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,531,775,80.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,119,553,311.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,65,752,443.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,961,644,813.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,141,514,413.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1371,750,639.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,517,1198,712.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,950,1097,707.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,312,635,327.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,303,593,700.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1351,1293,666.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,630,1423,637.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1024,1420,106.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,957,869,257.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,531,301,638.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1223,1185,238.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,192,100,585.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,233,349,347.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,384,1008,683.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1455,136,747.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,925,915,275.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1454,1117,147.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1267,602,246.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1335,23,723.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,246,1289,349.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,641,815,491.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,238,701,794.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1040,362,302.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1086,6,369.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,632,1202,765.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,431,1217,621.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,226,714,297.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1217,1481,646.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,483,349,674.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,899,387,386.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1294,1273,614.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1,1460,727.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,774,1167,372.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,39,239,30.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,873,732,73.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,576,123,560.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,579,1371,596.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,167,181,337.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1162,147,807.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1277,272,679.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,277,1138,344.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1320,398,881.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,635,1264,711.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1476,1010,515.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,515,1294,507.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,491,744,53.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,957,898,773.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1047,1241,77.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1081,262,266.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,595,544,14.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,137,811,562.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,43,1431,662.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1336,555,728.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1432,533,302.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,14,151,99.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,125,552,411.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,144,64,591.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,792,151,546.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1234,573,143.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,668,1161,361.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,520,1294,423.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,285,1379,654.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1398,1133,157.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,583,1133,131.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,975,463,215.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,199,204,592.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1031,851,982.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1011,985,405.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1115,114,405.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,207,129,457.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,964,813,74.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,232,597,405.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,468,463,22.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1288,1069,563.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,305,1008,346.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,447,668,479.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1105,599,732.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,160,1057,449.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1322,206,597.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,107,1297,701.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,30,197,301.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,570,400,456.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,974,1161,473.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1151,519,315.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,961,125,557.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,397,910,617.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,4,939,379.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,636,1089,100.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,682,1010,630.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1340,1163,631.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,353,462,120.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,707,527,349.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,124,1404,815.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1300,129,686.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,748,122,653.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,106,1422,742.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1142,1207,759.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1274,358,636.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,121,1218,561.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,170,452,272.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,146,1452,822.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,145,567,395.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,966,257,371.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1376,592,658.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1403,1451,19.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,85,173,144.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1002,1420,372.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1359,1254,59.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,753,626,467.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,498,749,73.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,574,636,215.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,950,283,661.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,717,1094,718.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,753,154,190.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,19,1096,653.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1355,212,324.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,156,1291,507.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,518,1214,574.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,636,286,144.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,837,146,706.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,586,888,103.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,681,362,190.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1047,1302,849.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,722,1486,657.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1267,16,472.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1337,716,356.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,221,293,605.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,634,248,630.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,228,1335,479.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,354,653,93.4,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,675,1472,628.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,513,823,251.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,496,633,274.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1213,1167,39.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,602,108,127.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,195,1011,616.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,664,94,915.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,7,799,756.6,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,282,628,150.2,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,387,1054,739.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1325,1020,303.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1350,19,439.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,239,160,450.0,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,341,1307,799.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,75,888,391.9,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1417,1328,71.3,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,337,1029,241.1,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,276,89,368.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,734,876,236.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,85,860,674.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,512,599,758.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,219,850,613.7,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,1348,974,375.8,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,352,570,213.5,1,1,1.000000,1
dijkstra bucket,with_roads,default_large2,392,428,313.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,724,119,2500.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,25,843,1785.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,311,279,42.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,252,153,411.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,838,109,1516.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,766,842,514.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,612,93,939.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,667,481,182.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,32,30,30.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,99,246,151.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,262,570,1492.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,679,27,1437.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,629,224,534.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,814,737,476.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,798,612,206.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,478,249,996.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,509,665,1557.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,314,6,381.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,861,177,1000.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,793,481,502.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,382,314,462.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,173,242,1035.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,865,378,582.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,109,98,332.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,424,103,401.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,401,386,743.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,681,300,1301.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,44,830,1610.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,520,603,211.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,137,422,581.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,83,620,710.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,331,713,1298.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,702,405,840.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,651,216,1216.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,801,72,1335.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,46,750,1239.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,257,875,1457.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,327,84,239.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,262,108,83.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,424,314,405.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,514,720,175.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,408,180,1048.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,414,397,1024.6,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,236,760,817.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,303,798,647.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,778,735,383.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,74,689,984.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,720,190,632.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,600,829,763.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,279,181,253.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,523,423,285.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,306,725,662.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,783,625,845.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,248,780,841.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,365,870,715.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,878,57,1363.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,258,32,723.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,355,452,1493.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,304,68,370.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,238,640,749.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,816,354,651.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,239,744,639.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,564,447,84.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,730,519,193.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,158,301,382.5,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,153,281,244.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,846,629,973.4,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,605,299,1368.8,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,848,660,173.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,487,659,1496.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,450,405,597.1,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,248,152,150.2,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,574,558,658.7,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,97,857,1364.9,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,48,117,198.3,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,168,711,1009.0,1,1,1.000000,1
astar bucket cheb w=1,no_roads,default_medium1,177,895,1007.9,1,1,1.000000,1
